Tanggal;Nama_Toko;Nama_Barang;Qty;Harga_Satuan;Total_Harga
11/03/2025;KOPERASI BEA CUKAI;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;84;7300;613200
11/03/2025;KOPERASI BEA CUKAI;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;78;6400;499200
11/03/2025;KOPERASI BEA CUKAI;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;18;90200;1623600
11/03/2025;JAYA MART;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;55;8800;484000
11/03/2025;JAYA MART;AIM Roasted Chicken 180g / Snack Crackers 180 gr;83;13000;1079000
11/03/2025;JAYA MART;AIM Vegetable Crackers 180 Gr;47;13700;643900
11/03/2025;JAYA MART;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;66;7300;481800
11/03/2025;JAYA MART;Anekabis Gabin Super 350g;25;33400;835000
11/03/2025;JAYA MART;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;74;8800;651200
11/03/2025;Pelanggan Umum Kantor;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;10;90200;902000
11/03/2025;Pelanggan Umum Kantor;Kangguru Assorted Biscuits 1000g;9;100200;901800
11/03/2025;Pelanggan Umum Kantor;AIM Aneka Square Puff 300g;58;12500;725000
11/03/2025;Pelanggan Umum Kantor;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;82;5500;451000
11/03/2025;Pelanggan Umum Kantor;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;62;9000;558000
11/03/2025;MILOVA SNACK PTC;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;60;8800;528000
11/03/2025;MILOVA SNACK PTC;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;74;9500;703000
11/03/2025;MILOVA SNACK PTC;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;71;5200;369200
11/03/2025;PRIMKOPAL AAL PERAK;Anekabis Gabin Super 350g;17;33400;567800
11/03/2025;PRIMKOPAL AAL PERAK;Bogabis Assorted Tin 350gr;14;52100;729400
11/03/2025;PRIMKOPAL AAL PERAK;Kangguru Assorted Biscuits 1000g;15;100200;1503000
11/03/2025;PT. REMAJA KUTEIJAYA SEJAHTERA;AIM Crispy Lemon 150g;76;9500;722000
11/03/2025;PT. REMAJA KUTEIJAYA SEJAHTERA;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;39;33400;1302600
11/03/2025;PT. REMAJA KUTEIJAYA SEJAHTERA;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;64;8800;563200
11/03/2025;TOKO KURNIA KUPANG;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;79;6400;505600
11/03/2025;TOKO KURNIA KUPANG;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;63;8800;554400
11/03/2025;SAUDARA, TOKO;Kangguru Bunga Gem - 5 Pack;18;26000;468000
11/03/2025;SAUDARA, TOKO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;52;5300;275600
11/03/2025;SAUDARA, TOKO;Bogabis Crispy Lemon 200gr;17;20000;340000
11/03/2025;SAUDARA, TOKO;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;70;4200;294000
11/03/2025;SAUDARA, TOKO;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;70;9500;665000
11/03/2025;TOKO POJOK;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;41;25000;1025000
11/03/2025;TOKO POJOK;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;37;13000;481000
11/03/2025;TOKO POJOK;Masterbis Gabin Master 120g;66;6400;422400
11/03/2025;TOKO POJOK;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;47;4200;197400
11/03/2025;TOKO POJOK;AIM Good Morning Wafer 300g;35;39400;1379000
11/03/2025;ILHAM MART;AIM Vegetable Crackers 180 Gr;42;13700;575400
11/03/2025;ILHAM MART;AIM Aneka Cream Crackers 300g;82;12500;1025000
11/03/2025;ILHAM MART;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;17;39400;669800
11/03/2025;ILHAM MART;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;19;90200;1713800
11/03/2025;ILHAM MART;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;68;13000;884000
11/03/2025;ILHAM MART;AIM Malkist Crackers 125g;67;6900;462300
11/03/2025;Pelanggan Umum YATI;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;25;39400;985000
11/03/2025;Pelanggan Umum YATI;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;72;8800;633600
11/03/2025;Pelanggan Umum YATI;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;17;39400;669800
11/03/2025;Pelanggan Umum YATI;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;80;8800;704000
11/03/2025;APOTEK PATEN JAYA;Kangguru Assorted Biscuits 1000g;7;100200;701400
11/03/2025;APOTEK PATEN JAYA;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;68;9000;612000
11/03/2025;APOTEK PATEN JAYA;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;76;13000;988000
11/03/2025;APOTEK PATEN JAYA;Bogabis Gabin Army Kelapa 125g;58;6800;394400
11/03/2025;APOTEK PATEN JAYA;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;33;33400;1102200
11/03/2025;APOTEK PATEN JAYA;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;58;8800;510400
11/03/2025;GAN ENGAN CIPPO;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;9;90200;811800
11/03/2025;GAN ENGAN CIPPO;AIM WAFER LOVER STRAWBERY 80gr;52;5000;260000
11/03/2025;GAN ENGAN CIPPO;Anekabis Gabin Super 350g;46;33400;1536400
11/03/2025;CAMILAN SUKOWATI;Bogabis Gabin Army Kelapa 125g;58;6800;394400
11/03/2025;CAMILAN SUKOWATI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;76;5500;418000
11/03/2025;CAMILAN SUKOWATI;Kangguru Durian Biscuit 30g;49;1600;78400
11/03/2025;MIRAZA;Bogabis Crispy Lemon 200gr;22;20000;440000
11/03/2025;MIRAZA;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;79;8800;695200
11/03/2025;MIRAZA;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;46;33400;1536400
11/03/2025;MIRAZA;Bogabis Square Puff 275 gr;49;11600;568400
11/03/2025;ALESHA STORE ( LAPIS PAHLAWAN );Bundling Beli 2 Gratis 1 Bogabis Square Puff;46;19000;874000
11/03/2025;ALESHA STORE ( LAPIS PAHLAWAN );Kangguru Durian Biscuits - 10 Pack;23;16000;368000
11/03/2025;ALESHA STORE ( LAPIS PAHLAWAN );Bogabis Square Puff 275 gr;33;11600;382800
11/03/2025;ALESHA STORE ( LAPIS PAHLAWAN );Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;78;9000;702000
11/03/2025;ALESHA STORE ( LAPIS PAHLAWAN );AIM Biskuit Kelapa Muda 250g;34;12200;414800
11/03/2025;UNIBIG STORE INDONESIA;Bogabis Square Puff 275 gr;46;11600;533600
11/03/2025;UNIBIG STORE INDONESIA;Kangguru Assorted Biscuits 1000g;7;100200;701400
11/03/2025;UNIBIG STORE INDONESIA;Kangguru Durian Biscuits - 10 Pack;21;16000;336000
11/03/2025;UNIBIG STORE INDONESIA;AIM WAFER LOVER STRAWBERY 80gr;60;5000;300000
11/03/2025;UNIBIG STORE INDONESIA;Bogabis Assorted Tin 350gr;14;52100;729400
11/03/2025;UNIBIG STORE INDONESIA;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;33;25000;825000
11/03/2025;TOKO ARJUNA;Bogabis Square Puff 275 gr;80;11600;928000
11/03/2025;TOKO ARJUNA;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;21;39400;827400
11/03/2025;TOKO ARJUNA;AIM Biskuit Kelapa Muda 250g;68;12200;829600
11/03/2025;BOGA JAYA JUANDA;Kangguru Durian Biscuit 30g;63;1600;100800
11/03/2025;BOGA JAYA JUANDA;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;39;25000;975000
11/03/2025;Pembeli Shopee;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;52;12200;634400
11/03/2025;Pembeli Shopee;Bogabis Gabin Army Kelapa 125g;52;6800;353600
11/03/2025;Pembeli Shopee;Bundling Beli 2 Gratis 1 Bogabis Square Puff;43;19000;817000
11/03/2025;Pembeli Shopee;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;60;9000;540000
11/03/2025;Pembeli Shopee;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;74;5300;392200
11/03/2025;Pembeli Shopee;Bogabis Gabin Army Butter 125g;74;6800;503200
11/03/2025;HOSANA 2;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;64;9800;627200
11/03/2025;HOSANA 2;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;86;10100;868600
11/03/2025;HOSANA 2;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;13;90200;1172600
11/03/2025;TOKO LS SHOP 88;Anekabis Gabin Cokelat 350g;19;33400;634600
11/03/2025;TOKO LS SHOP 88;Bogabis Crispy Lemon 200gr;34;20000;680000
11/03/2025;TOKO LS SHOP 88;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;66;12200;805200
11/03/2025;TOKO LS SHOP 88;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;82;4200;344400
11/03/2025;TOKO LS SHOP 88;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;56;8800;492800
11/03/2025;TOKO LS SHOP 88;Kangguru Durian Biscuits - 10 Pack;23;16000;368000
11/03/2025;TOKO QONAAH;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;18;90200;1623600
11/03/2025;TOKO QONAAH;AIM Aneka Cream Crackers 300g;86;12500;1075000
11/03/2025;TOKO QONAAH;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;11;100200;1102200
12/03/2025;DUMADI MART;Bogabis Gabin Army Kelapa 125g;77;6800;523600
12/03/2025;DUMADI MART;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;93;9800;911400
12/03/2025;DUMADI MART;Bogabis Assorted Tin 350gr;17;52100;885700
12/03/2025;DUMADI MART;AIM Vegetable Crackers 180 Gr;85;13700;1164500
12/03/2025;DUMADI MART;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;79;6400;505600
12/03/2025;DUMADI MART;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;16;100200;1603200
12/03/2025;TK. SUAIDAH;Kangguru Butter Coconut 100 gr;57;4200;239400
12/03/2025;TK. SUAIDAH;Bogabis Assorted Tin 350gr;25;52100;1302500
12/03/2025;TK. SUAIDAH;Kangguru Durian Biscuits - 10 Pack;20;16000;320000
12/03/2025;TK. SUAIDAH;Masterbis Gabin Master 120g;90;6400;576000
12/03/2025;TK. SUAIDAH;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;93;5300;492900
12/03/2025;TK. SUAIDAH;Bogabis Gabin Army Kelapa 125g;53;6800;360400
12/03/2025;APOTEK BINANGUN;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;10;90200;902000
12/03/2025;APOTEK BINANGUN;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;20;25000;500000
12/03/2025;APOTEK BINANGUN;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;25;33400;835000
12/03/2025;APOTEK BINANGUN;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;44;5300;233200
12/03/2025;APOTEK BINANGUN;AIM Mini Assorted Biscuits 150g;75;8400;630000
12/03/2025;MAHIRA;AIM Good Morning Wafer 300g;48;39400;1891200
12/03/2025;MAHIRA;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;77;5200;400400
12/03/2025;MAHIRA;Anekabis Gabin Super 350g;23;33400;768200
12/03/2025;DIN FARMA;Bogabis Square Puff 275 gr;81;11600;939600
12/03/2025;DIN FARMA;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;19;100200;1903800
12/03/2025;DIN FARMA;Kangguru Rose Cream 100 gr;72;4400;316800
12/03/2025;DIN FARMA;Kangguru Bunga Gem - 5 Pack;44;26000;1144000
12/03/2025;DIN FARMA;AIM WAFER LOVER STRAWBERY 80gr;93;5000;465000
12/03/2025;KOP. UNITOMO;Kangguru Rose Cream 100 gr;74;4400;325600
12/03/2025;KOP. UNITOMO;Kangguru Rose Chocolate 100 gr;79;4400;347600
12/03/2025;KOP. UNITOMO;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;38;8800;334400
12/03/2025;TOKO SAHABAT GROSIR;Anekabis Gabin Super 350g;17;33400;567800
12/03/2025;TOKO SAHABAT GROSIR;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;35;25000;875000
12/03/2025;TOKO SAHABAT GROSIR;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;65;12200;793000
12/03/2025;TOKO SAHABAT GROSIR;Kangguru Durian Biscuit 30g;62;1600;99200
12/03/2025;KURIA JAYA;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;77;4200;323400
12/03/2025;KURIA JAYA;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;60;10100;606000
12/03/2025;KURIA JAYA;Kangguru Bunga Gem - 5 Pack;45;26000;1170000
12/03/2025;KURIA JAYA;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;72;5300;381600
12/03/2025;KURIA JAYA;AIM Roasted Chicken 180g / Snack Crackers 180 gr;85;13000;1105000
12/03/2025;KURIA JAYA;AIM Crispy Lemon 150g;91;9500;864500
12/03/2025;PALAPA SOOKO;AIM Biskuit Kelapa Muda 250g;60;12200;732000
12/03/2025;PALAPA SOOKO;Anekabis Gabin Super 350g;47;33400;1569800
12/03/2025;PALAPA SOOKO;AIM Crispy Lemon 150g;81;9500;769500
12/03/2025;PALAPA SOOKO;AIM Roasted Chicken 180g / Snack Crackers 180 gr;57;13000;741000
12/03/2025;KOPERASI KARYAWAN P3GI;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;51;25000;1275000
12/03/2025;KOPERASI KARYAWAN P3GI;Bogabis Gabin Army Kelapa 125g;91;6800;618800
12/03/2025;KOPERASI KARYAWAN P3GI;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;63;9800;617400
12/03/2025;KOPERASI KARYAWAN P3GI;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;65;12200;793000
12/03/2025;KOPERASI KARYAWAN P3GI;Bogabis Square Puff 275 gr;68;11600;788800
12/03/2025;KOPERASI KARYAWAN P3GI;AIM Crispy Lemon 150g;82;9500;779000
12/03/2025;INTAN, TOKO;Kangguru Rose Cream 100 gr;65;4400;286000
12/03/2025;INTAN, TOKO;Bogabis Gabin Army Butter 125g;68;6800;462400
12/03/2025;INTAN, TOKO;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;42;39400;1654800
12/03/2025;INTAN, TOKO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;65;5300;344500
12/03/2025;ICHWANUL KARIM;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;88;7300;642400
12/03/2025;ICHWANUL KARIM;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;39;39400;1536600
12/03/2025;ICHWANUL KARIM;AIM Roasted Chicken 180g / Snack Crackers 180 gr;45;13000;585000
12/03/2025;RUMAH MAKAN BANDENG PAK ELAN 2;Anekabis Gabin Cokelat 350g;47;33400;1569800
12/03/2025;RUMAH MAKAN BANDENG PAK ELAN 2;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;42;33400;1402800
12/03/2025;RAFAEL RUTENG;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;91;8800;800800
12/03/2025;RAFAEL RUTENG;AIM Roasted Chicken 180g / Snack Crackers 180 gr;79;13000;1027000
12/03/2025;RAFAEL RUTENG;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;44;10100;444400
12/03/2025;RAFAEL RUTENG;AIM Crispy Lemon 150g;93;9500;883500
12/03/2025;RAFAEL RUTENG;AIM Aneka Cream Crackers 300g;69;12500;862500
12/03/2025;RAFAEL RUTENG;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;68;5300;360400
12/03/2025;KOPERASI SALAFIYAH;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;91;8800;800800
12/03/2025;KOPERASI SALAFIYAH;AIM Crispy Lemon 150g;74;9500;703000
12/03/2025;PAK IRWAN;Kangguru Rose Cream 100 gr;51;4400;224400
12/03/2025;PAK IRWAN;Anekabis Gabin Super 350g;22;33400;734800
12/03/2025;PAK IRWAN;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;38;8800;334400
12/03/2025;NIKMA SUMBER PANGAN ABADI;Anekabis Gabin Cokelat 350g;44;33400;1469600
12/03/2025;NIKMA SUMBER PANGAN ABADI;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;69;8800;607200
12/03/2025;NIKMA SUMBER PANGAN ABADI;Anekabis Gabin Super 350g;51;33400;1703400
12/03/2025;NIKMA SUMBER PANGAN ABADI;Masterbis Gabin Master 120g;47;6400;300800
12/03/2025;NIKMA SUMBER PANGAN ABADI;AIM Aneka Cream Crackers 300g;51;12500;637500
12/03/2025;MANDIRI, TOKO;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;69;8800;607200
12/03/2025;MANDIRI, TOKO;AIM Vegetable Crackers 180 Gr;44;13700;602800
12/03/2025;MANDIRI, TOKO;Kangguru Durian Biscuit 30g;65;1600;104000
12/03/2025;TATA SHOP;Masterbis Gabin Master 120g;59;6400;377600
12/03/2025;TATA SHOP;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;82;10100;828200
12/03/2025;TATA SHOP;Kangguru Rose Cream 100 gr;56;4400;246400
12/03/2025;TATA SHOP;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;54;7300;394200
12/03/2025;TATA SHOP;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;45;39400;1773000
12/03/2025;TATA SHOP;AIM Crispy Lemon 150g;56;9500;532000
12/03/2025;APOTEK YUNI FARMA 2;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;81;8800;712800
12/03/2025;APOTEK YUNI FARMA 2;Bogabis Crispy Lemon 200gr;19;20000;380000
12/03/2025;ZAENAL SNACK;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;63;9000;567000
12/03/2025;ZAENAL SNACK;Bogabis Crispy Lemon 200gr;37;20000;740000
12/03/2025;PT. REMAJA LONTARJAYA SEJAHTERA;AIM Aneka Cream Crackers 300g;45;12500;562500
12/03/2025;PT. REMAJA LONTARJAYA SEJAHTERA;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;90;5300;477000
12/03/2025;PT. REMAJA LONTARJAYA SEJAHTERA;Kangguru Durian Biscuit 30g;54;1600;86400
12/03/2025;ANAS CORNER;AIM Malkist Crackers 125g;48;6900;331200
12/03/2025;ANAS CORNER;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;29;25000;725000
12/03/2025;ANAS CORNER;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;48;6400;307200
12/03/2025;ANAS CORNER;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;51;8800;448800
12/03/2025;ANAS CORNER;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;13;100200;1302600
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;60;9800;588000
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;Masterbis Gabin Master 120g;78;6400;499200
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;11;100200;1102200
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;48;6400;307200
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;41;33400;1369400
12/03/2025;TOKO OLEH OLEH JEMBATAN MERAH;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;94;8800;827200
12/03/2025;MITRA 10 A YANI;AIM WAFER LOVER STRAWBERY 80gr;56;5000;280000
12/03/2025;MITRA 10 A YANI;Kangguru Rose Chocolate 100 gr;45;4400;198000
12/03/2025;MITRA 10 A YANI;AIM Biskuit Kelapa Muda 250g;51;12200;622200
13/03/2025;BLITZ;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;80;8800;704000
13/03/2025;BLITZ;AIM Malkist Crackers 125g;42;6900;289800
13/03/2025;BLITZ;AIM WAFER LOVER STRAWBERY 80gr;62;5000;310000
13/03/2025;BLITZ;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;37;8800;325600
13/03/2025;ISTANA PELANGI;AIM Aneka Square Puff 300g;84;12500;1050000
13/03/2025;ISTANA PELANGI;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;77;7300;562100
13/03/2025;ISTANA PELANGI;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;10;90200;902000
13/03/2025;ISTANA PELANGI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;81;5500;445500
13/03/2025;HYPEBEAST GYM;AIM Mini Assorted Biscuits 150g;47;8400;394800
13/03/2025;HYPEBEAST GYM;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;37;8800;325600
13/03/2025;HYPEBEAST GYM;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;42;39400;1654800
13/03/2025;HYPEBEAST GYM;Kangguru Rose Cream 100 gr;54;4400;237600
13/03/2025;HYPEBEAST GYM;AIM Biskuit Kelapa Muda 250g;37;12200;451400
13/03/2025;HYPEBEAST GYM;Kangguru Durian Biscuits - 10 Pack;37;16000;592000
13/03/2025;MULYA JAYA SNACK;Kangguru Rose Chocolate 100 gr;80;4400;352000
13/03/2025;MULYA JAYA SNACK;Bundling Beli 2 Gratis 1 Bogabis Square Puff;37;19000;703000
13/03/2025;MULYA JAYA SNACK;Bogabis Square Puff 275 gr;47;11600;545200
13/03/2025;RENI;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;86;8800;756800
13/03/2025;RENI;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;46;39400;1812400
13/03/2025;VIURIN NURSERY;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;47;39400;1851800
13/03/2025;VIURIN NURSERY;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;33;5300;174900
13/03/2025;VIURIN NURSERY;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;61;8800;536800
13/03/2025;VIURIN NURSERY;AIM WAFER LOVER STRAWBERY 80gr;48;5000;240000
13/03/2025;VIURIN NURSERY;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;47;7300;343100
13/03/2025;VIURIN NURSERY;Bundling Beli 2 Gratis 1 Bogabis Square Puff;21;19000;399000
13/03/2025;AL FATIH;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;44;10100;444400
13/03/2025;AL FATIH;Anekabis Gabin Cokelat 350g;42;33400;1402800
13/03/2025;AL FATIH;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;36;13000;468000
13/03/2025;JIHAN;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;35;5300;185500
13/03/2025;JIHAN;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;55;5300;291500
13/03/2025;UDIN;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;33;39400;1300200
13/03/2025;UDIN;Bogabis Crispy Lemon 200gr;27;20000;540000
13/03/2025;UDIN;Kangguru Rose Chocolate 100 gr;86;4400;378400
13/03/2025;CV. FIIPA KAROMAH;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;39;9500;370500
13/03/2025;CV. FIIPA KAROMAH;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;13;100200;1302600
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;81;5300;429300
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;29;39400;1142600
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;85;8800;748000
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;33;13000;429000
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Aneka Cream Crackers 300g;86;12500;1075000
13/03/2025;KOP. PONDOK PESANTREN DAAR EL HIKMAH;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;33;25000;825000
13/03/2025;KOP. PRIMA TIRTA PDAM;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;35;12200;427000
13/03/2025;KOP. PRIMA TIRTA PDAM;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;33;9000;297000
13/03/2025;KOP. PRIMA TIRTA PDAM;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;39;5300;206700
13/03/2025;TOKO QOMARIA;AIM Mini Assorted Biscuits 150g;48;8400;403200
13/03/2025;TOKO QOMARIA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;46;9800;450800
13/03/2025;RENO USMAN;Anekabis Gabin Super 350g;46;33400;1536400
13/03/2025;RENO USMAN;AIM Aneka Cream Crackers 300g;74;12500;925000
13/03/2025;RENO USMAN;Anekabis Gabin Cokelat 350g;31;33400;1035400
13/03/2025;RENO USMAN;AIM Vegetable Crackers 180 Gr;59;13700;808300
13/03/2025;RENO USMAN;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;27;25000;675000
13/03/2025;RENO USMAN;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;40;13000;520000
13/03/2025;TOKO NIRWANA SARI;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;70;5200;364000
13/03/2025;TOKO NIRWANA SARI;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;33;39400;1300200
13/03/2025;TOKO NIRWANA SARI;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;52;8800;457600
13/03/2025;TOKO NIRWANA SARI;AIM Aneka Cream Crackers 300g;78;12500;975000
13/03/2025;TOKO NIRWANA SARI;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;58;9500;551000
